
Hard Food,f,20,Sprites/Food/hard_food.png,
Hard Food,f,20,Sprites/Food/hard_food.png,
Hard Food,f,20,Sprites/Food/hard_food.png,
Hard Food,f,20,Sprites/Food/hard_food.png,
Hard Food,f,20,Sprites/Food/hard_food.png,
Hard Food,f,20,Sprites/Food/hard_food.png,
Hard Food,f,20,Sprites/Food/hard_food.png,
Hard Food,f,20,Sprites/Food/hard_food.png,
Hard Food,f,20,Sprites/Food/hard_food.png,
Hard Food,f,20,Sprites/Food/hard_food.png,
Hard Food,f,20,Sprites/Food/hard_food.png,
Hard Food,f,20,Sprites/Food/hard_food.png,
Hard Food,f,20,Sprites/Food/hard_food.png,
Hard Food,f,20,Sprites/Food/hard_food.png,
Soft Food,f,10,Sprites/Food/soft_food.png,
Hard Food,f,20,Sprites/Food/hard_food.png,
